번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명,Unnamed: 29
1722,대규모점포,08_25_01_P,4090000,2012409022907500003,20120207,,1,영업/정상,1,정상영업,,,,,031-989-8549,163.0,415030.0,경기도 김포시 북변동 824번지,경기도 김포시 사우중로 77 (북변동),415030.0,홈플러스(주)익스프레스 북변점,20210614143845,U,2021-06-16 02:40:00.0,구분없음,175242.244211209,457735.002549407,준대규모점포,
1723,대규모점포,08_25_01_P,4090000,2012409022907500004,20120628,,1,영업/정상,1,정상영업,,,,,031-983-9854,312.0,415020.0,경기도 김포시 걸포동 1563번지 2호,경기도 김포시 걸포2로 9 (걸포동),415020.0,(주)이마트에브리데이 걸포동점,20210504161123,U,2021-05-06 02:40:00.0,구분없음,173967.515912723,458904.997740507,준대규모점포,
1724,대규모점포,08_25_01_P,4090000,2014409022907500001,20140926,,1,영업/정상,1,정상영업,,,,,02-2145-8487,11900.82,415060.0,경기도 김포시 장기동 2031번지,경기도 김포시 김포한강2로 41 (장기동),415060.0,롯데쇼핑(주) 롯데마트 김포한강점,20171220170335,I,2018-08-31 23:59:59.0,대형마트,171471.604963288,459839.83969575,대규모점포,
1725,대규모점포,08_25_01_P,4090000,2014409022907500002,20140512,,1,영업/정상,1,정상영업,,,,,031-996-8434,12339.22,415080.0,경기도 김포시 구래동 6880번지 9호,경기도 김포시 김포한강7로 71 (구래동),415080.0,이마트 김포한강점,20200512152134,U,2020-05-14 02:40:00.0,대형마트,167119.660833957,460295.332269763,대규모점포,
1726,대규모점포,08_25_01_P,4090000,2015409022907500001,20150209,,1,영업/정상,1,정상영업,,,,,070-7204-4920,38726.6,415816.0,경기도 김포시 고촌읍 전호리 654번지,경기도 김포시 고촌읍 아라육로152번길  100,415816.0,현대프리미엄아울렛 김포점,20200512152343,U,2020-05-14 02:40:00.0,쇼핑센터,180999.482133785,455254.138222429,대규모점포,
1727,대규모점포,08_25_01_P,4090000,2016409022907500001,20160713,,1,영업/정상,1,정상영업,,,,,031-8048-5652,15477.73,,경기도 김포시 풍무동 884 트레이더스 김포점,경기도 김포시 김포대로 715(풍무동),10113.0,트레이더스 홀세일클럽 김포점,20221115130307,U,2022-11-17 02:40:00.0,대형마트,176161.639045124,456729.11026583,대규모점포,
1728,대규모점포,08_25_01_P,4090000,2018409032207500001,20180328,,1,영업/정상,1,정상영업,,,,,,257.85,,경기도 김포시 구래동 6874번지 23호,"경기도 김포시 김포한강4로420번길 88, 슈퍼스타타워(101호 외 4개실) (구래동)",10063.0,이마트 에브리데이 김포구래점,20190613142024,U,2019-06-15 02:40:00.0,구분없음,167542.995851124,460979.452892696,준대규모점포,
1729,대규모점포,08_25_01_P,4090000,2018409032207500002,20180523,,1,영업/정상,1,정상영업,,,,,031-8048-2621,11812.8,,경기도 김포시 고촌읍 전호리 668번지,경기도 김포시 고촌읍 아라육로152번길 97,10135.0,현대프리미엄 아울렛 김포점 별관,20200512152158,U,2020-05-14 02:40:00.0,쇼핑센터,180850.069343035,455088.56165281,대규모점포,
1731,대규모점포,08_25_01_P,4090000,2007409012307500001,20070220,,1,영업/정상,1,정상영업,,,,,031 999 0000,14125.61,415070.0,경기도 김포시 풍무동 38번지 1호 외4필지,경기도 김포시 풍무로 167 (풍무동),415070.0,홈플러스(주) 김포풍무점,20210614143701,U,2021-06-16 02:40:00.0,대형마트,175533.126928566,456437.773530883,대규모점포,
1732,대규모점포,08_25_01_P,4090000,2012409022907500001,20120111,,1,영업/정상,1,정상영업,,,,,996-5443,642.0,415010.0,경기도 김포시 감정동 676번지,경기도  봉화로181번길 31-20,415010.0,(주)지에스리테일 GS수퍼 김포감정점,20160302091415,I,2018-08-31 23:59:59.0,구분없음,173440.919786368,458231.526224764,준대규모점포,
1733,대규모점포,08_25_01_P,4090000,2012409022907500002,20120206,,1,영업/정상,1,정상영업,,,,,983-1691,1988.24,415040.0,경기도 김포시 사우동 237번지 2호 외 2필지,경기도 김포시 돌문로 43 (사우동),415040.0,(주)지에스리테일 GS수퍼 김포사우점,20160229161650,I,2018-08-31 23:59:59.0,구분없음,175023.331033541,457434.64458019,준대규모점포,
1734,대규모점포,08_25_01_P,3990000,2005399008907500001,20050324,,1,영업/정상,1,정상영업,,,,,031 579 7700,7189.0,,경기도 남양주시 와부읍 덕소리 501-3호,경기도 남양주시 와부읍 월문천로 33,472901.0,롯데쇼핑(주)롯데마트덕소점,20220503173637,U,2022-05-05 02:40:00.0,대형마트,218882.001813215,453620.325834171,대규모점포,
1735,대규모점포,08_25_01_P,3990000,2005399008907500002,20051115,,1,영업/정상,1,정상영업,,,,,031 590 1234,10925.67,472120.0,경기도 남양주시 호평동 637번지,경기도 남양주시 늘을2로 27 (호평동),472120.0,(주)이마트 남양주점,20200429090853,U,2020-05-01 02:40:00.0,대형마트,221378.987723763,461433.576798678,대규모점포,
1736,대규모점포,08_25_01_P,3990000,2008399008907500001,20080328,,1,영업/정상,1,정상영업,,,,,031-579-1052,10760.0,,경기도 남양주시 다산동 4001번지 29호,"경기도 남양주시 도농로 24 (다산동, 부영애시앙)",12256.0,(주)이마트 다산점,20200429085921,U,2020-05-01 02:40:00.0,대형마트,213941.170509698,456267.182532575,대규모점포,
1737,대규모점포,08_25_01_P,5540000,2009554012307500002,20090923,,1,영업/정상,1,정상영업,,,,,031-799-7991,3977.2,464801.0,경기도 광주시 경안동 25번지 3호,경기도 광주시 광주대로 30 (경안동),464010.0,광주터미널이프라자,20221128100829,U,2022-11-30 02:40:00.0,그 밖의 대규모점포,223061.389182349,434193.70905707,대규모점포,
1738,대규모점포,08_25_01_P,5540000,2009554012307500003,20090911,,1,영업/정상,1,정상영업,,,,,80261052,6673.32,464801.0,경기도 광주시 경안동 20번지 46호,경기도 광주시 광주대로 30 (경안동),464010.0,(주) 이마트 경기광주점,20210729104223,U,2021-07-31 02:40:00.0,대형마트,223061.389182349,434193.70905707,대규모점포,
1739,대규모점포,08_25_01_P,3990000,2009399015407500001,20091126,,1,영업/정상,1,정상영업,,,,,031 570 8000,9041.0,472865.0,경기도 남양주시 진접읍 장현리 216번지 1호,경기도 남양주시 진접읍 금강로 1447,,홈플러스(주)남양주진접점,20210611144008,U,2021-06-13 02:40:00.0,그 밖의 대규모점포,216587.285919176,468805.572134094,대규모점포,
1740,대규모점포,08_25_01_P,3990000,2010399015407500001,20100601,,1,영업/정상,1,정상영업,,,,,031-522-1234,10148.33,,경기도 남양주시 진접읍 연평리 101번지 14호 진접이마트,"경기도 남양주시 진접읍 금강로유연들1길 154, 진접이마트",12073.0,주식회사 이마트 진접점,20200429090757,U,2020-05-01 02:40:00.0,전문점,215971.923346848,467391.99875644,대규모점포,
1741,대규모점포,08_25_01_P,3990000,2010399021407500001,20101112,,1,영업/정상,1,정상영업,,,,,031-748-2500,8090.9,472845.0,경기도 남양주시 화도읍 마석우리 255번지 24호,경기도 남양주시 화도읍 경춘로 1992,472846.0,롯데쇼핑(주)롯데마트 마석점,20220503173539,U,2022-05-05 02:40:00.0,대형마트,227234.544976879,460930.696005881,대규모점포,
1742,대규모점포,08_25_01_P,3990000,2012399015407500001,20120730,,1,영업/정상,1,정상영업,,,,,031-550-1252,10940.95,,경기도 남양주시 별내동 989번지 이마트,"경기도 남양주시 순화궁로 167, 이마트 (별내동)",12113.0,이마트 별내점,20200429085420,U,2020-05-01 02:40:00.0,대형마트,211047.543226491,460054.746656557,대규모점포,
1743,대규모점포,08_25_01_P,5540000,2012554012307500002,20120921,,1,영업/정상,1,정상영업,,,,,762-1207,3227.0,464861.0,경기도 광주시 초월읍 산이리 77번지 6호,경기도 광주시 초월읍 경충대로 907,464861.0,(주)모다이노칩 곤지암점,20210729104141,U,2021-07-31 02:40:00.0,전문점,227621.408059678,429073.295091928,대규모점포,
1746,대규모점포,08_25_01_P,3900000,2014390019607500003,20141126,,1,영업/정상,1,정상영업,,,,,02-771-2500,39420.7,423090.0,경기도 광명시 일직동 500번지,경기도 광명시 일직로 17 (일직동),423090.0,롯데몰 광명점,20220530130242,U,2022-06-04 02:40:00.0,쇼핑센터,189614.445095321,435789.264012576,대규모점포,
1747,대규모점포,08_25_01_P,3170000,2013317014207500002,20130906,,1,영업/정상,1,정상영업,,,,,02-2109-7000,24253.99,153023.0,서울특별시 금천구 가산동 60번지 22호,서울특별시 금천구 디지털로 185 (가산동),153801.0,마리오아울렛 1관,20211013171215,U,2021-10-15 02:40:00.0,쇼핑센터,189943.234285288,441784.247518723,대규모점포,
1748,대규모점포,08_25_01_P,3170000,2015317017407500001,20151229,,1,영업/정상,1,정상영업,,,,,02-3397-3000,8815.59,153801.0,서울특별시 금천구 가산동 60번지 19호,서울특별시 금천구 벚꽃로 278 (가산동),153801.0,롯데쇼핑(주) 아울렛 가산점,20151229143403,I,2018-08-31 23:59:59.0,쇼핑센터,189722.178532426,441920.972770099,대규모점포,
1749,대규모점포,08_25_01_P,3170000,2017317017407500001,20171205,,1,영업/정상,1,정상영업,,,,,02-802-8835,11464.0,,서울특별시 금천구 독산동 1150번지 금천롯데캐슬골드파크2차,"서울특별시 금천구 벚꽃로 30 (독산동, 금천롯데캐슬골드파크2차)",8608.0,롯데캐슬 골드파크 2차 마르쉐도르,20211222171119,U,2021-12-24 02:40:00.0,그 밖의 대규모점포,190567.418315661,439569.401459017,대규모점포,
1750,대규모점포,08_25_01_P,3170000,2018317019007500001,20180430,,1,영업/정상,1,정상영업,,,,,0221458000,31618.0,,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차,"서울특별시 금천구 시흥대로 291(독산동, 금천롯데캐슬골드파크3차)",8608.0,롯데쇼핑(주) 금천 독산점,20220510142930,U,2022-05-12 02:40:00.0,쇼핑센터,190838.324818618,439761.362000391,대규모점포,
1752,대규모점포,08_25_01_P,3200000,2014320019107500002,20140123,,1,영업/정상,1,정상영업,,,,,02-889-8188,4379.68,151895.0,서울특별시 관악구 대학동 1523번지,서울특별시 관악구 신림로23길 16 (신림동),151015.0,일성트루엘상가,20160203101730,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,194135.772735482,440917.845099207,대규모점포,
1753,대규모점포,08_25_01_P,3200000,2014320019107500003,20220325,,1,영업/정상,1,정상영업,,,,,02-877-6661,634.45,,서울특별시 관악구 봉천동 1717-3 관악푸르지오,"서울특별시 관악구 청림6길 3, 관악푸르지오 상가동 110,113,114호 (봉천동)",8734.0,지에스 더 프레시(GS THE FRESH) 관악청림점,20220401110322,U,2022-04-03 02:40:00.0,구분없음,196384.544308046,442822.980265735,준대규모점포,
1754,대규모점포,08_25_01_P,3170000,2004317008307500001,20041002,,1,영업/정상,1,정상영업,,,,,02-809-7530,15648.38,,서울특별시 금천구 독산동 291번지 5호,서울특별시 금천구 시흥대로 399 (독산동),,시티렉스,20141001102728,I,2018-08-31 23:59:59.0,쇼핑센터,190858.649482406,440808.541334678,대규모점포,
1755,대규모점포,08_25_01_P,3170000,2007317010507500001,20070208,,1,영업/정상,1,정상영업,,,,,02  20810114,21378.0,,서울특별시 금천구 가산동 60번지 27호,서울특별시 금천구 디지털로 188 (가산동),,(주)원신더블유몰,20220620151519,U,2022-06-22 02:40:00.0,쇼핑센터,189997.455663258,441687.841171831,대규모점포,
1756,대규모점포,08_25_01_P,3170000,2007317010507500003,20070719,,1,영업/정상,1,정상영업,,,,,776-7049,4079.41,153010.0,서울특별시 금천구 독산동 957번지,서울특별시 금천구 남부순환로120길 23 (독산동),,푸른터시장,20070719164326,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,191210.51770388,441768.833867706,,
1757,대규모점포,08_25_01_P,3170000,2008317010507500001,20170407,,1,영업/정상,1,정상영업,,,,,02-808-1522,98983.0,,서울특별시 금천구 시흥동 984번지,"서울특별시 금천구 시흥대로 97 (시흥동, 시흥유통상가)",8639.0,시흥산업용재유통센터,20200525143140,U,2020-05-27 02:40:00.0,그 밖의 대규모점포,191226.287379467,437914.06299827,대규모점포,
1758,대규모점포,08_25_01_P,3170000,2008317010507500002,20081024,,1,영업/정상,1,정상영업,,,,,895 2080,14972.0,153031.0,서울특별시 금천구 시흥동 992번지 47호,서울특별시 금천구 시흥대로 201 (시흥동),,홈플러스 시흥점,20210616154440,U,2021-06-18 02:40:00.0,대형마트,191152.432649234,438865.160717275,대규모점포,
1760,대규모점포,08_25_01_P,3170000,2012317014207500004,20120913,,1,영업/정상,1,정상영업,,,,,02-2109-7013,32887.19,153801.0,서울특별시 금천구 가산동 60번지 20호,서울특별시 금천구 벚꽃로 266 (가산동),,마리오아울렛 3관,20211013170900,U,2021-10-15 02:40:00.0,쇼핑센터,189759.713050655,441814.115920983,대규모점포,
1761,대규모점포,08_25_01_P,3170000,2013317014207500001,20130319,,1,영업/정상,1,정상영업,,,,,02-2136-2233,25015.45,153023.0,서울특별시 금천구 가산동 60번지 8호,서울특별시 금천구 디지털로10길 9 (가산동),153801.0,현대아울렛,20221004144358,U,2022-10-06 02:40:00.0,쇼핑센터,190119.463375612,441716.684586176,대규모점포,
1763,대규모점포,08_25_01_P,3200000,2015320021107500002,20150709,,1,영업/정상,1,정상영업,,,,,02-885-4579,4096.65,151803.0,서울특별시 관악구 봉천동 10번지 4호 외14필지,서울특별시 관악구 청림3길 10 (봉천동),151803.0,관악쇼핑,20160720180616,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,196347.099270374,442938.722385983,대규모점포,
1764,대규모점포,08_25_01_P,3200000,2018320021707500001,19800828,,1,영업/정상,1,정상영업,,,,,888-0930,1294.0,,서울특별시 관악구 봉천동 1638번지 20호,서울특별시 관악구 남부순환로248길 35 (봉천동),8793.0,원당종합시장,20180305170819,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,196912.833572618,441358.893188526,대규모점포,
1765,대규모점포,08_25_01_P,3200000,2011320019107500003,20111019,,1,영업/정상,1,정상영업,,,,,0232853651,577.2,151823.0,서울특별시 관악구 중앙동 463번지 4호 메카플러스 지하1층,서울특별시 관악구 양녕로 46 (봉천동),151823.0,홈플러스 익스프레스 봉천점,20210621154104,U,2021-06-23 02:40:00.0,구분없음,195274.343265834,442663.498606503,준대규모점포,
1766,대규모점포,08_25_01_P,3200000,2011320019107500004,20111026,,1,영업/정상,1,정상영업,,,,,02-3285-3651,414.86,151826.0,서울특별시 관악구 은천동 937번지 6호 동영빌딩 1층,서울특별시 관악구 은천로 51 (봉천동),151826.0,(주)이마트에브리데이 봉천동점,20210514180456,U,2021-05-16 02:40:00.0,대형마트,194770.417438694,442676.831360439,준대규모점포,
1767,대규모점포,08_25_01_P,3200000,2012320019107500001,19991207,,1,영업/정상,1,정상영업,,,,,02-856-6022,3383.98,151888.0,서울특별시 관악구 미성동 607번지 73호,서울특별시 관악구 난곡로 220 (신림동),151750.0,(주)천성세이브마트,20140924095536,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,192674.94071058,441352.713136511,대규모점포,
1768,대규모점포,08_25_01_P,3200000,2012320019107500002,19971107,,1,영업/정상,1,정상영업,,,,,02-3289-8728,21711.05,151718.0,서울특별시 관악구 보라매동 729호 22통 롯데백화점,서울특별시  봉천로 209,151718.0,롯데쇼핑(주) 관악점,20220510150314,U,2022-05-12 02:40:00.0,백화점,193301.885808714,443151.561302292,대규모점포,
1769,대규모점포,08_25_01_P,3200000,2013320019107500001,20130627,,1,영업/정상,1,정상영업,,,,,02-6948-8121,14784.0,151080.0,서울특별시 관악구 남현동 산 69번지 51호,서울특별시 관악구 과천대로 909 (남현동),151801.0,홈플러스 서울남현점,20210607081023,U,2021-06-09 02:40:00.0,대형마트,198374.473281221,441033.513044892,대규모점포,
1770,대규모점포,08_25_01_P,3200000,2009320013107500001,20090204,,1,영업/정상,1,정상영업,,,,,02   8818004,16025.6,151930.0,서울특별시 관악구 서원동 1641번지 2호,서울특별시 관악구 신림로 330 (신림동),151930.0,타임스트림,20211018110716,U,2021-10-20 02:40:00.0,복합쇼핑몰,193754.427350029,442407.201247108,대규모점포,
1771,대규모점포,08_25_01_P,3200000,2011320019107500001,20110810,,1,영업/정상,1,정상영업,,,,,02)873-0637,1203.0,151836.0,서울특별시 관악구 봉천동 1567번지 1호,서울특별시 관악구 쑥고개로 111 (봉천동),151836.0,(주)지에스리테일 관악점,20160217110825,I,2018-08-31 23:59:59.0,구분없음,195431.465419568,441896.302934956,준대규모점포,
1772,대규모점포,08_25_01_P,3200000,2011320019107500002,20110901,,1,영업/정상,1,정상영업,,,,,02-2039-8215,529.0,151818.0,서울특별시 관악구 봉천동 1629번지 2호,서울특별시 관악구 봉천로 576 (봉천동),151818.0,(주)지에스리테일 낙성대점,20160217110757,I,2018-08-31 23:59:59.0,구분없음,196501.159765837,441640.881044209,준대규모점포,
1773,대규모점포,08_25_01_P,3200000,1970320008007500004,19701203,,1,영업/정상,1,정상영업,,,,,02 8782184,,,서울특별시 관악구 봉천동 951번지 25호,,,봉일시장,20070630104816,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,194486.270488664,442632.469540589,,
1774,대규모점포,08_25_01_P,3200000,1971320008007500002,19711222,,1,영업/정상,1,정상영업,,,,,02 8782184,,,서울특별시 관악구 봉천동 951번지 25호,,,봉일시장,20070630104816,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,194486.270488664,442632.469540589,,
1775,대규모점포,08_25_01_P,3200000,1972320008007500015,19720129,,1,영업/정상,1,정상영업,,,,,02-882-0492,1714.0,,서울특별시 관악구 봉천동 502번지 4호,서울특별시 관악구 양녕로 49 (봉천동),151840.0,봉천현대시장,20171024132026,I,2018-08-31 23:59:59.0,시장,195206.056916766,442716.301708689,대규모점포,
1776,대규모점포,08_25_01_P,3200000,1975320008007500013,19751226,,1,영업/정상,1,정상영업,,,,,02 8788001,288.0,,서울특별시 관악구 신림동 1426번지 7호,,,가야쇼핑,20100217104344,I,2018-08-31 23:59:59.0,시장,193750.825947451,442753.219280937,,
1777,대규모점포,08_25_01_P,3200000,1988320008007500019,19881023,,1,영업/정상,1,정상영업,,,,,02 8871871,7081.47,151725.0,서울특별시 관악구 봉천동 31번지 1호,서울특별시 관악구 관악로 212 (봉천동),151725.0,관악프라자,20141017103645,I,2018-08-31 23:59:59.0,쇼핑센터,195963.335274799,442381.536010445,대규모점포,
1778,대규모점포,08_25_01_P,3200000,1992320008007500020,19920826,,1,영업/정상,1,정상영업,,,,,02 8820924,4600.89,,서울특별시 관악구 봉천동 1000호,서울특별시 관악구 관악로40길 47 (봉천동),151050.0,관악현대상가,20140924085447,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,196257.833652996,443341.379446435,대규모점포,
1779,대규모점포,08_25_01_P,3200000,1993320008007500021,19930701,,1,영업/정상,1,정상영업,,,,,02 8854271,2072.0,,서울특별시 관악구 신림동 1694호,서울특별시 관악구 신림로29길 8 (신림동),151761.0,신림현대종합상가,20150303115312,I,2018-08-31 23:59:59.0,시장,193957.944323928,441437.774867372,대규모점포,
1780,대규모점포,08_25_01_P,3200000,2004320008007500001,20040922,,1,영업/정상,1,정상영업,,,,,02-888-0630,6516.61,,서울특별시 관악구 신림동 1422번지 5호,서울특별시 관악구 신림로 340 (신림동),151890.0,르네상스쇼핑몰(주),20161117171518,I,2018-08-31 23:59:59.0,복합쇼핑몰,193746.833837509,442510.775085572,대규모점포,
1781,대규모점포,08_25_01_P,3200000,2006320008007500001,20060825,,1,영업/정상,1,정상영업,,,,,0262768006,3608.51,,서울특별시 관악구 봉천동 862번지 1호,서울특별시 관악구 남부순환로 1820 (봉천동),151836.0,라붐아울렛,20140924085336,I,2018-08-31 23:59:59.0,복합쇼핑몰,195703.043681259,442094.085759338,대규모점포,
1782,대규모점포,08_25_01_P,3200000,1969320008007500006,19691015,,1,영업/정상,1,정상영업,,,,,02 8564355,,,호,,,관악종합시장,20070630104816,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
1783,대규모점포,08_25_01_P,3040000,2012304015507500002,20120321,,1,영업/정상,1,정상영업,,,,,02-3437-5601,132.23,143817.0,서울특별시 광진구 구의2동 49번지 4호,서울특별시 광진구 자양로 293 (구의동),143817.0,롯데쇼핑(주)롯데슈퍼 아차산점,20220928151233,U,2022-09-30 02:40:00.0,구분없음,208075.543534642,449971.642025946,준대규모점포,
1784,대규모점포,08_25_01_P,3040000,2012304015507500004,20120329,,1,영업/정상,1,정상영업,,,,,02-458-8545,232.07,143822.0,서울특별시 광진구 구의3동 212번지 2호,서울특별시 광진구 아차산로 473 (구의동),143822.0,홈플러스익스프레스 구의2점,20220928151201,U,2022-09-30 02:40:00.0,구분없음,208261.748825555,448701.658478751,준대규모점포,
1786,대규모점포,08_25_01_P,5020000,2000502007107500003,20020619,,1,영업/정상,1,정상영업,,,,,054 277 2111,2909.4,790883.0,경상북도 포항시 남구 연일읍 생지리 408번지,경상북도 포항시 남구 연일읍 연일로 123,,(주)지에스리테일 포항연일점,20160226174424,I,2018-08-31 23:59:59.0,구분없음,411373.719048196,280230.21441873,준대규모점포,
1787,대규모점포,08_25_01_P,5020000,2000502007107500004,19990902,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 지곡동 481-1호,,,그린프라자,20070630120918,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
1788,대규모점포,08_25_01_P,3100000,2004310018407500002,20040601,,1,영업/정상,1,정상영업,,,,,930-8546,1089.67,139860.0,서울특별시 노원구 중계동 360번지 2호,서울특별시 노원구 중계로 225 (중계동),139860.0,홈플러스(주)익스프레스 중계점,20210607151727,U,2021-06-09 02:40:00.0,구분없음,206490.247358174,460830.615360327,준대규모점포,
1789,대규모점포,08_25_01_P,3070000,2012307018907500007,20120514,,1,영업/정상,1,정상영업,,,,,0236758549,149.49,136041.0,서울특별시 성북구 삼선동1가 21번지,서울특별시 성북구 삼선교로 6 (삼선동1가),136041.0,홈플러스익스프레스 삼선점,20210616092335,U,2021-06-18 02:40:00.0,구분없음,200509.660547343,453950.640893998,준대규모점포,
1790,대규모점포,08_25_01_P,3150000,2012315014507500007,20120410,,1,영업/정상,1,정상영업,,,,,0002-2698-8550,244.6,157914.0,서울특별시 강서구 화곡동 970번지 2호,서울특별시 강서구 까치산로 106 (화곡동),157914.0,홈플러스익스프레스 화곡2점,20171116094716,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,186614.431263557,449481.253638067,준대규모점포,
1791,대규모점포,08_25_01_P,3130000,2018313020107500001,20180814,,1,영업/정상,1,정상영업,,,,,02-2179-5021,9747.1,,서울특별시 마포구 동교동 190번지 1호,서울특별시 마포구 양화로 188 (동교동),4051.0,AK&홍대,20210924111233,U,2021-09-26 02:40:00.0,쇼핑센터,193285.549735897,450808.571641119,대규모점포,
1792,대규모점포,08_25_01_P,6520000,2018652014107500001,20180810,,1,영업/정상,1,정상영업,,,,,797-1053,7537.19,,제주특별자치도 서귀포시 법환동 841번지 2호 이마트서귀포점,"제주특별자치도 서귀포시 일주동로 9209, 이마트서귀포점 (법환동)",63572.0,(주)이마트 서귀포점,20180927143950,I,2018-08-31 23:59:59.0,대형마트,154149.891505173,-27413.998305054,대규모점포,
1793,대규모점포,08_25_01_P,5530000,2020553038907500001,20200508,,1,영업/정상,1,정상영업,,,,,031-8003-8804,76978.9,,경기도 화성시 오산동 967-157 동탄역 롯데캐슬,"경기도 화성시 동탄역로 160, 동탄역 롯데캐슬 (오산동)",18478.0,롯데백화점 동탄점,20220526193459,U,2022-05-28 02:40:00.0,백화점,208569.642431686,410949.263462028,대규모점포,
1794,대규모점포,08_25_01_P,5530000,1995412001207500001,19950210,,1,영업/정상,1,정상영업,,,,,031 2938405,,,경기도 화성군 봉담읍 상리 31-3호,,,우정프라자(주),20070721095851,I,2020-08-05 00:23:26.0,그 밖의 대규모점포,,,,
1795,대규모점포,08_25_01_P,5530000,2006553018707500001,20060120,,1,영업/정상,1,정상영업,,,,,031 283 2080,13591.83,,경기도 화성시 병점동 399번지 4호 외2필지,경기도 화성시 경기대로 985 (병점동),445360.0,홈플러스(주) 병점점,20210611154838,U,2021-06-13 02:40:00.0,대형마트,203188.196856075,411313.309756104,대규모점포,
1796,대규모점포,08_25_01_P,5530000,2007553018707500001,20071218,,1,영업/정상,1,정상영업,,,,,02-380-5234,16336.64,445170.0,경기도 화성시 석우동 44번지,경기도 화성시 동탄중앙로 376 (석우동),445170.0,(주)이마트동탄점,20200501094441,I,2020-08-05 00:23:26.0,대형마트,207005.769592372,412503.434111401,대규모점포,
1797,대규모점포,08_25_01_P,5530000,2008553018707500001,20081217,,1,영업/정상,1,정상영업,,,,,031-8012-6639,5233.0,445893.0,경기도 화성시 봉담읍 동화리 597번지 1호,경기도 화성시 봉담읍 동화길 81-16,445893.0,하나로마트 봉담점,20220526204123,U,2022-05-28 02:40:00.0,대형마트,196298.667303854,412856.90918779,대규모점포,
1798,대규모점포,08_25_01_P,5530000,2010553021407500001,20210210,,1,영업/정상,1,정상영업,,,,,03180157000,7668.62,445160.0,경기도 화성시 반송동 98번지,경기도 화성시 동탄중앙로 200 (반송동),445160.0,홈플러스(주)화성동탄점,20210611160211,U,2021-06-13 02:40:00.0,대형마트,206007.25472163,411214.942059565,대규모점포,
1799,대규모점포,08_25_01_P,5530000,2010553021407500002,20101222,,1,영업/정상,1,정상영업,,,,,031-371-7000,36585.2,445160.0,"경기도 화성시 반송동 96, 98번지",경기도 화성시 동탄중앙로 220 (반송동),445160.0,타임테라스(TIMES TERRACE),20220420102607,U,2022-04-22 02:40:00.0,복합쇼핑몰,206044.332509042,411453.905695269,대규모점포,
1800,대규모점포,08_25_01_P,5530000,2011553021407500001,20110207,,1,영업/정상,1,정상영업,,,,,031-8059-8722,16403.0,445926.0,경기도 화성시 향남읍 행정리 487번지 1호,경기도 화성시 향남읍 향남로 402,445926.0,홈플러스(주) 화성향남점,20210617094407,U,2021-06-19 02:40:00.0,대형마트,192983.340400871,403222.825363217,대규모점포,
1801,대규모점포,08_25_01_P,5530000,2012553023207500001,20120420,,1,영업/정상,1,정상영업,,,,,02-380-9414,10611.17,445893.0,경기도 화성시 봉담읍 동화리 133번지 1호 외 25필지,,,이마트 봉담점,20120420175023,I,2020-08-05 00:23:26.0,대형마트,,,대규모점포,
1802,대규모점포,08_25_01_P,5530000,2012553023207500002,20120420,,1,영업/정상,1,정상영업,,,,,031-228-1252,10611.17,,133번지 1호,효행로  278,,(주)이마트 봉담점,20130115173821,I,2020-08-05 00:23:26.0,대형마트,,,대규모점포,
1803,대규모점포,08_25_01_P,5530000,2013553023207500001,20120420,,1,영업/정상,1,정상영업,,,,,0312281234,10611.17,,133번지 1호,효행로  278,,이마트 화성봉담점,20200506091500,I,2020-08-05 00:23:26.0,대형마트,,,대규모점포,
1804,대규모점포,08_25_01_P,5530000,2017553035707500001,20170417,,1,영업/정상,1,정상영업,,,,,02-3011-2762,27586.0,,경기도 화성시 청계동 535번지 6호,경기도 화성시 동탄대로시범길 148-22 (청계동),18476.0,카림애비뉴,20220907174143,U,2022-09-09 02:40:00.0,그 밖의 대규모점포,210128.213563089,410963.227069751,대규모점포,
1806,대규모점포,08_25_01_P,3670000,2020367014507500001,20200122,,1,영업/정상,1,정상영업,,,,,02-3416-5853,44125.23,,대전광역시 유성구 용산동 579번지,,,현대프리미엄아울렛 대전점,20221116105040,U,2022-11-18 02:40:00.0,쇼핑센터,235682.718231801,324850.017801251,대규모점포,
